ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
32478,I am a developer by profession,"Yes, I use AI tools daily",8137.0,4.0,4.0,25-34 years old,"Developer, full-stack",India,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,9.004176840696656
32480,I am a developer by profession,"Yes, I use AI tools daily",13289.0,1.0,3.0,18-24 years old,"Developer, back-end",Ukraine,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,9.494691904331507
32487,I am a developer by profession,"No, and I don't plan to",45392.0,5.0,6.0,18-24 years old,"Developer, desktop or enterprise applications",Ukraine,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,10.723091157048632
32488,I am a developer by profession,"No, and I don't plan to",51046.0,3.0,5.0,18-24 years old,"Developer, full-stack",Germany,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.840482465968575
32498,I am a developer by profession,"Yes, I use AI tools daily",224282.0,8.0,12.0,35-44 years old,"Developer, back-end",Australia,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.320659467622496
32503,I am a developer by profession,"Yes, I use AI tools daily",208826.0,35.0,43.0,45-54 years old,"Developer, embedded applications or devices",Ireland,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.249256648311313
32505,I am a developer by profession,"Yes, I use AI tools daily",82950.0,10.0,20.0,25-34 years old,"Developer, full-stack",Finland,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.325993295618591
32517,I am a developer by profession,"Yes, I use AI tools daily",150000.0,15.0,20.0,35-44 years old,"Developer, back-end",Argentina,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.918390573078392
32523,I am a developer by profession,"Yes, I use AI tools daily",6974.0,1.0,3.0,18-24 years old,"Developer, full-stack",India,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.849944227235596
32544,I am a developer by profession,"Yes, I use AI tools daily",92812.0,13.0,19.0,35-44 years old,Data scientist,Germany,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.438331220759258
32561,I am a developer by profession,"Yes, I use AI tools daily",200000.0,41.0,41.0,65 years or older,"Developer, embedded applications or devices",United States of America,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.206072645530174
32566,I am a developer by profession,"Yes, I use AI tools daily",89331.0,15.0,20.0,35-44 years old,"Developer, mobile",Netherlands,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.40010385108078
32569,I am a developer by profession,"No, and I don't plan to",218319.0,15.0,17.0,35-44 years old,"Developer, back-end",Poland,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,12.293712574939336
32577,I am a developer by profession,"No, and I don't plan to",28189.0,5.0,5.0,25-34 years old,Academic researcher,South Africa,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,10.246687109906768
32579,I am a developer by profession,"Yes, I use AI tools daily",14987.0,7.0,10.0,25-34 years old,"Developer, full-stack",Sri Lanka,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,9.614938437644996
32585,I am a developer by profession,"Yes, I use AI tools daily",73683.0,5.0,8.0,25-34 years old,"Developer, mobile",Poland,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.207527386712668
32586,I am a developer by profession,"Yes, I use AI tools daily",174022.0,5.0,13.0,25-34 years old,"Developer, mobile",Austria,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.06693700698582
32590,I am a developer by profession,"Yes, I use AI tools daily",204212.0,33.0,33.0,45-54 years old,"Architect, software or solutions",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.226913948901823
32599,I am a developer by profession,"Yes, I use AI tools daily",32484.0,4.0,6.0,25-34 years old,"Developer, full-stack",Italy,500 to 999 employees,"Associate degree (A.A., A.S., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.3885029394023
32602,I am a developer by profession,"Yes, I use AI tools daily",205900.0,7.0,11.0,25-34 years old,"Developer, back-end",Israel,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,12.235145893015881
32607,I am a developer by profession,"Yes, I use AI tools daily",193000.0,12.0,23.0,35-44 years old,"Developer, AI apps or physical AI",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.170445467887022
32620,I am a developer by profession,"Yes, I use AI tools daily",104464.0,24.0,28.0,45-54 years old,"Developer, back-end",China,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.556597793426414
32630,I am a developer by profession,"Yes, I use AI tools daily",83780.0,7.0,10.0,25-34 years old,"Developer, full-stack",Poland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.335949594501026
32636,I am a developer by profession,"Yes, I use AI tools daily",38103.0,3.0,13.0,25-34 years old,"Developer, full-stack",Denmark,Less than 20 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.548048298172429
32639,I am a developer by profession,"Yes, I use AI tools daily",3441.0,2.0,2.0,18-24 years old,"Developer, full-stack",Pakistan,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.14351740579748
32643,I am a developer by profession,"Yes, I use AI tools daily",6974.0,1.0,3.0,18-24 years old,"Developer, front-end",India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,8.849944227235596
32645,I am a developer by profession,"No, and I don't plan to",290000.0,14.0,23.0,35-44 years old,"Developer, back-end",United States of America,I don’t know,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,12.577636201962656
32674,I am a developer by profession,"No, but I plan to soon",14786.0,12.0,18.0,25-34 years old,"Developer, full-stack",India,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,9.601436066117046
32676,I am a developer by profession,"Yes, I use AI tools daily",229709.0,17.0,23.0,35-44 years old,"Developer, front-end",Austria,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.344568569450754
32696,I am a developer by profession,"Yes, I use AI tools daily",5209.0,9.0,11.0,25-34 years old,"Developer, full-stack",Indonesia,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","Independent contractor, freelancer, or self-employed",1,8.558143177745192
32706,I am a developer by profession,"No, and I don't plan to",111374.0,13.0,23.0,35-44 years old,"Architect, software or solutions",Serbia,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.620649186057156
32709,I am a developer by profession,"No, and I don't plan to",185000.0,9.0,13.0,35-44 years old,Other (please specify):,United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,12.128111104060462
32711,I am a developer by profession,"Yes, I use AI tools daily",37004.0,10.0,15.0,35-44 years old,"Developer, full-stack",Uruguay,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.518781293891209
32712,I am a developer by profession,"Yes, I use AI tools daily",87011.0,11.0,16.0,25-34 years old,DevOps engineer or professional,Spain,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.373789826425874
32713,I am a developer by profession,"Yes, I use AI tools daily",12000.0,3.0,7.0,25-34 years old,"Developer, mobile",Egypt,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,9.392661928770137
32721,I am a developer by profession,"Yes, I use AI tools daily",69609.0,18.0,30.0,35-44 years old,Data engineer,Greece,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.150649148307476
32742,I am a developer by profession,"Yes, I use AI tools daily",66000.0,10.0,15.0,25-34 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.097410021008562
32745,I am a developer by profession,"Yes, I use AI tools daily",4623.0,15.0,42.0,55-64 years old,"Architect, software or solutions",South Africa,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,8.438799123988225
32762,I am a developer by profession,"Yes, I use AI tools daily",83882.0,11.0,12.0,35-44 years old,"Developer, front-end",Ukraine,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.337166328317679
32775,I am a developer by profession,"Yes, I use AI tools daily",92812.0,8.0,13.0,25-34 years old,"Developer, front-end",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.438331220759258
32782,I am a developer by profession,"Yes, I use AI tools daily",54611.0,20.0,20.0,45-54 years old,Engineering manager,Brazil,"1,000 to 4,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,1,10.907990606643073
32783,I am a developer by profession,"Yes, I use AI tools daily",93938.0,7.0,11.0,35-44 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.450390269169123
32787,I am a developer by profession,"Yes, I use AI tools daily",9764.0,3.0,7.0,18-24 years old,"Developer, full-stack",India,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.186457431512851
32792,I am a developer by profession,"Yes, I use AI tools daily",225.0,10.0,14.0,25-34 years old,"Developer, full-stack",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,5.41610040220442
32818,I am a developer by profession,"No, but I plan to soon",136000.0,43.0,43.0,45-54 years old,"Architect, software or solutions",United States of America,"1,000 to 4,999 employees",Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.820410164718188
32832,I am a developer by profession,"Yes, I use AI tools daily",71919.0,8.0,9.0,35-44 years old,"Developer, back-end",Serbia,100 to 499 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Employed,1,11.183295764710682
32843,I am a developer by profession,"Yes, I use AI tools daily",211019.0,40.0,50.0,55-64 years old,"Senior executive (C-suite, VP, etc.)",United Kingdom of Great Britain and Northern Ireland,"5,000 to 9,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,1,12.259703455797546
32851,I am a developer by profession,"Yes, I use AI tools daily",73669.0,21.0,30.0,35-44 years old,Other (please specify):,France,"1,000 to 4,999 employees",Some college/university study without earning a degree,Remote,Employed,1,11.207337365538308
32856,I am a developer by profession,"Yes, I use AI tools daily",190000.0,32.0,40.0,45-54 years old,"Developer, full-stack",United States of America,20 to 99 employees,Some college/university study without earning a degree,Remote,Employed,1,12.154779351142624
32864,I am a developer by profession,"Yes, I use AI tools daily",105313.0,6.0,15.0,35-44 years old,"Developer, back-end",Czech Republic,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,11.564692147292028
32875,I am a developer by profession,"No, but I plan to soon",92812.0,10.0,13.0,35-44 years old,"Developer, full-stack",Belgium,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.438331220759258
32885,I am a developer by profession,"Yes, I use AI tools daily",127616.0,20.0,22.0,35-44 years old,"Developer, back-end",Ukraine,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.756781033881456
32887,I am a developer by profession,"No, and I don't plan to",53021.0,4.0,8.0,25-34 years old,"Developer, desktop or enterprise applications",Turkey,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,10.878443340472396
32895,I am a developer by profession,"Yes, I use AI tools daily",6149.0,9.0,9.0,25-34 years old,"Developer, back-end",Germany,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,8.724044745953469
